year,title,directors_0,rating,genres_0,genres_1,rank,running_time_secs,actors_0,actors_1,actors_2,directors_1,directors_2
2013,42,Brian Helgeland,7.5,Biography,Drama,229,7680,Chadwick Boseman,T.R. Knight,Harrison Ford,,
2013,The Host,Andrew Niccol,5.7,Adventure,Romance,230,7500,Saoirse Ronan,Max Irons,Jake Abel,,
2014,Neighbors,Nicholas Stoller,,Comedy,,231,,Seth Rogen,Rose Byrne,Zac Efron,,
2007,Into the Wild,Sean Penn,8.1,Adventure,Biography,232,8880,Emile Hirsch,Vince Vaughn,Catherine Keener,,
2000,Pitch Black,David Twohy,7,Action,Sci-Fi,233,6540,Radha Mitchell,Cole Hauser,Vin Diesel,,
2013,Hansel & Gretel: Witch Hunters,Tommy Wirkola,6.1,Action,Fantasy,234,5280,Jeremy Renner,Gemma Arterton,Peter Stormare,,
2012,The Amazing Spider-Man,Marc Webb,7.1,Action,Adventure,235,8160,Andrew Garfield,Emma Stone,Rhys Ifans,,
2005,Sin City,Frank Miller,8.2,Crime,Thriller,236,7440,Mickey Rourke,Clive Owen,Bruce Willis,Robert Rodriguez,Quentin Tarantino
2013,The Way Way Back,Nat Faxon,7.8,Comedy,Drama,237,6180,Steve Carell,Toni Collette,Allison Janney,Jim Rash,
1991,The Silence of the Lambs,Jonathan Demme,8.7,Crime,Drama,238,7080,Jodie Foster,Anthony Hopkins,Lawrence A. Bonney,,
2003,Pirates of the Caribbean: The Curse of the Black Pearl,Gore Verbinski,8,Action,Adventure,239,8580,Johnny Depp,Geoffrey Rush,Orlando Bloom,,
2013,Generation Iron,Vlad Yudin,6.7,Documentary,Drama,240,6360,Arnold Schwarzenegger,Mickey Rourke,Michael Jai White,,
2011,The Help,Tate Taylor,8,Drama,,241,8760,Emma Stone,Viola Davis,Octavia Spencer,,
1993,Schindler's List,Steven Spielberg,8.9,Biography,Drama,242,11700,Liam Neeson,Ralph Fiennes,Ben Kingsley,,
2011,No Strings Attached,Ivan Reitman,6.1,Comedy,Romance,243,6480,Natalie Portman,Ashton Kutcher,Kevin Kline,,
2014,The Maze Runner,Wes Ball,,Mystery,Sci-Fi,244,,Will Poulter,Dylan O'Brien,Thomas Brodie-Sangster,,
2013,Stoker,Chan-wook Park,6.9,Drama,Mystery,245,5940,Mia Wasikowska,Nicole Kidman,Matthew Goode,,
2013,Lone Survivor,Peter Berg,,Action,Drama,246,,Mark Wahlberg,Ben Foster,Eric Bana,,
1990,Goodfellas,Martin Scorsese,8.8,Biography,Crime,248,8760,Robert De Niro,Ray Liotta,Joe Pesci,,
2011,Warrior,Gavin O'Connor,8.2,Drama,Sport,249,8400,Tom Hardy,Nick Nolte,Joel Edgerton,,
2009,Couples Retreat,Peter Billingsley,5.4,Comedy,,252,6780,Vince Vaughn,Malin Akerman,Jon Favreau,,
2011,Captain America: The First Avenger,Joe Johnston,6.8,Action,Adventure,253,7440,Chris Evans,Hugo Weaving,Samuel L. Jackson,,
2013,Paranoia,Robert Luketic,4.8,Drama,Thriller,254,6360,Liam Hemsworth,Gary Oldman,Harrison Ford,,
2012,Jagten,Thomas Vinterberg,8.2,Drama,,255,6900,Mads Mikkelsen,Thomas Bo Larsen,Annika Wedderkopp,,
1998,The Big Lebowski,Joel Coen,8.2,Comedy,Crime,256,7020,Jeff Bridges,John Goodman,Julianne Moore,Ethan Coen,
2000,Remember the Titans,Boaz Yakin,7.6,Biography,Drama,257,6780,Denzel Washington,Will Patton,Wood Harris,,
1987,The Princess Bride,Rob Reiner,8.1,Adventure,Comedy,258,5880,Cary Elwes,Mandy Patinkin,Robin Wright,,
1982,Blade Runner,Ridley Scott,8.3,Drama,Sci-Fi,259,7020,Harrison Ford,Rutger Hauer,Sean Young,,
2013,Austenland,Jerusha Hess,5.8,Comedy,Romance,260,5820,Keri Russell,JJ Feild,Jennifer Coolidge,,
1993,Jurassic Park,Steven Spielberg,8,Adventure,Sci-Fi,261,7620,Sam Neill,Laura Dern,Jeff Goldblum,,
2013,C.O.G.,Kyle Patrick Alvarez,4.8,Comedy,Drama,262,5280,Jonathan Groff,Denis O'Hare,Corey Stoll,,
1995,Se7en,David Fincher,8.7,Crime,Mystery,263,7620,Morgan Freeman,Brad Pitt,Kevin Spacey,,
2010,The Town,Ben Affleck,7.6,Crime,Drama,264,7500,Ben Affleck,Rebecca Hall,Jon Hamm,,
2013,Gangster Squad,Ruben Fleischer,6.7,Action,Crime,265,6780,Sean Penn,Ryan Gosling,Emma Stone,,
2012,Rock of Ages,Adam Shankman,5.8,Comedy,Drama,266,7380,Julianne Hough,Diego Boneta,Tom Cruise,,
2001,Zoolander,Ben Stiller,6.4,Comedy,,267,5340,Ben Stiller,Owen Wilson,Christine Taylor,,
2003,Finding Nemo,Andrew Stanton,8.1,Animation,Adventure,268,6000,Albert Brooks,Ellen DeGeneres,Alexander Gould,Lee Unkrich,
2009,(500) Days of Summer,Marc Webb,7.8,Comedy,Drama,269,5700,Zooey Deschanel,Joseph Gordon-Levitt,Geoffrey Arend,,
1966,Il buono  il brutto  il cattivo.,Sergio Leone,9,Adventure,Western,270,9660,Clint Eastwood,Eli Wallach,Lee Van Cleef,,
2012,Life of Pi,Ang Lee,8.1,Adventure,Drama,272,7620,Suraj Sharma,Irrfan Khan,Adil Hussain,,
2013,The Big Wedding,Justin Zackham,5.3,Comedy,,273,5340,Robert De Niro,Diane Keaton,Katherine Heigl,,
1999,The Matrix,Andy Wachowski,8.7,Action,Adventure,274,8160,Keanu Reeves,Laurence Fishburne,Carrie-Anne Moss,Lana Wachowski,
2014,Vampire Academy,Mark Waters,,Action,Fantasy,275,,Zoey Deutch,Lucy Fry,Danila Kozlovsky,,
2010,Iron Man 2,Jon Favreau,7,Action,Adventure,276,7440,Robert Downey Jr.,Mickey Rourke,Gwyneth Paltrow,,
1994,Forrest Gump,Robert Zemeckis,8.7,Drama,Romance,277,8520,Tom Hanks,Robin Wright,Gary Sinise,,
2013,Parker,Taylor Hackford,6.1,Action,Crime,278,7080,Jason Statham,Jennifer Lopez,Michael Chiklis,,
2004,The Chronicles of Riddick,David Twohy,6.5,Action,Adventure,279,7140,Vin Diesel,Judi Dench,Colm Feore,,
1994,The Lion King,Roger Allers,8.4,Animation,Adventure,280,5340,Matthew Broderick,Jeremy Irons,James Earl Jones,Rob Minkoff,
2012,Jack Reacher,Christopher McQuarrie,6.9,Action,Crime,281,7800,Tom Cruise,Rosamund Pike,Richard Jenkins,,
2011,The Girl with the Dragon Tattoo,David Fincher,7.8,Crime,Drama,282,9480,Daniel Craig,Rooney Mara,Christopher Plummer,,
2009,Avatar,James Cameron,7.9,Action,Adventure,283,9720,Sam Worthington,Zoe Saldana,Sigourney Weaver,,
2012,End of Watch,David Ayer,7.6,Crime,Drama,284,6540,Jake Gyllenhaal,Michael Pena,Anna Kendrick,,
2012,Snow White and the Huntsman,Rupert Sanders,6.1,Adventure,Drama,285,7620,Kristen Stewart,Chris Hemsworth,Charlize Theron,,
2013,Mama,Andres Muschietti,6.3,Horror,Thriller,286,6000,Jessica Chastain,Nikolaj Coster-Waldau,Megan Charpentier,,
2012,This Is 40,Judd Apatow,6.2,Comedy,,287,8040,Paul Rudd,Leslie Mann,Maude Apatow,,
2007,Superbad,Greg Mottola,7.6,Comedy,,288,6780,Michael Cera,Jonah Hill,Christopher Mintz-Plasse,,
2012,Much Ado About Nothing,Joss Whedon,7.4,Comedy,Drama,289,6540,Alexis Denisof,Amy Acker,Fran Kranz,,
2013,Last Vegas,Jon Turteltaub,,Comedy,,290,,Robert De Niro,Michael Douglas,Morgan Freeman,,
2010,Black Swan,Darren Aronofsky,8.1,Drama,Mystery,291,6480,Natalie Portman,Mila Kunis,Vincent Cassel,,
2011,Drive Angry,Patrick Lussier,5.5,Action,Crime,292,6240,Nicolas Cage,Amber Heard,William Fichtner,,
2007,Ratatouille,Brad Bird,8,Animation,Comedy,293,6660,Brad Garrett,Lou Romano,Patton Oswalt,Jan Pinkava,
2010,Grown Ups,Dennis Dugan,5.8,Comedy,,294,6120,Adam Sandler,Salma Hayek,Kevin James,,
2000,Gladiator,Ridley Scott,8.5,Action,Adventure,295,9300,Russell Crowe,Joaquin Phoenix,Connie Nielsen,,
2012,Hotel Transylvania,Genndy Tartakovsky,7,Animation,Comedy,296,5460,Adam Sandler,Kevin James,Andy Samberg,,
2009,The Lovely Bones,Peter Jackson,6.6,Drama,Fantasy,297,8100,Rachel Weisz,Mark Wahlberg,Saoirse Ronan,,
2011,Horrible Bosses,Seth Gordon,6.9,Comedy,Crime,298,5880,Jason Bateman,Charlie Day,Jason Sudeikis,,
2012,The Expendables 2,Simon West,6.7,Action,Adventure,299,6180,Sylvester Stallone,Liam Hemsworth,Randy Couture,,
2009,G.I. Joe: The Rise of Cobra,Stephen Sommers,5.7,Action,Adventure,300,7080,Dennis Quaid,Channing Tatum,Marlon Wayans,,
1989,The Little Mermaid,Ron Clements,7.5,Animation,Family,301,4980,Jodi Benson,Samuel E. Wright,Rene Auberjonois,John Musker,
2013,Before Midnight,Richard Linklater,8.3,Drama,Romance,302,6540,Ethan Hawke,Julie Delpy,Seamus Davey-Fitzpatrick,,
2012,The Lords of Salem,Rob Zombie,5.2,Horror,Thriller,303,6060,Sheri Moon Zombie,Meg Foster,Bruce Davison,,
2009,Watchmen,Zack Snyder,7.6,Action,Drama,304,9720,Jackie Earle Haley,Patrick Wilson,Carla Gugino,,
1998,Saving Private Ryan,Steven Spielberg,8.6,Action,Drama,305,10140,Tom Hanks,Matt Damon,Tom Sizemore,,
2006,X-Men: The Last Stand,Brett Ratner,6.8,Action,Adventure,306,6240,Patrick Stewart,Hugh Jackman,Halle Berry,,
2012,Lincoln,Steven Spielberg,7.5,Biography,Drama,307,9000,Daniel Day-Lewis,Sally Field,David Strathairn,,
2014,Dawn of the Planet of the Apes,Matt Reeves,,Action,Drama,308,,Gary Oldman,Keri Russell,Andy Serkis,,
1985,Pee-wee's Big Adventure,Tim Burton,6.8,Adventure,Comedy,309,5400,Paul Reubens,Elizabeth Daily,Mark Holton,,
2011,Something Borrowed,Luke Greenfield,5.7,Comedy,Drama,310,6720,Ginnifer Goodwin,Kate Hudson,Colin Egglesfield,,
2002,Cidade de Deus,Fernando Meirelles,8.7,Crime,Drama,311,7800,Alexandre Rodrigues,Matheus Nachtergaele,Leandro Firmino,Katia Lund,
2012,Savages,Oliver Stone,6.5,Crime,Drama,312,7860,Aaron Taylor-Johnson,Taylor Kitsch,Blake Lively,,
1999,Sleepy Hollow,Tim Burton,7.4,Adventure,Mystery,313,6300,Johnny Depp,Christina Ricci,Miranda Richardson,,
1984,Sixteen Candles,John Hughes,7.1,Comedy,Romance,314,5580,Molly Ringwald,Anthony Michael Hall,Justin Henry,,
2007,There Will Be Blood,Paul Thomas Anderson,8.1,Drama,,315,9480,Daniel Day-Lewis,Paul Dano,Ciaran Hinds,,
2012,Rise of the Guardians,Peter Ramsey,7.2,Animation,Adventure,316,5820,Hugh Jackman,Alec Baldwin,Isla Fisher,,
2012,Sinister,Scott Derrickson,6.7,Horror,Mystery,317,6600,Ethan Hawke,Juliet Rylance,James Ransone,,
1985,The Goonies,Richard Donner,7.6,Adventure,Comedy,318,6840,Sean Astin,Josh Brolin,Jeff Cohen,,
2013,Beautiful Creatures,Richard LaGravenese,6,Drama,Fantasy,319,7440,Alice Englert,Viola Davis,Emma Thompson,,
2003,Oldeuboi,Chan-wook Park,8.4,Drama,Mystery,320,7200,Min-sik Choi,Ji-tae Yu,Hye-jeong Kang,,
2004,Eternal Sunshine of the Spotless Mind,Michel Gondry,8.4,Drama,Romance,321,6480,Jim Carrey,Kate Winslet,Tom Wilkinson,,
1997,Good Will Hunting,Gus Van Sant,8.2,Drama,,322,7560,Robin Williams,Matt Damon,Ben Affleck,,
2010,Alice in Wonderland,Tim Burton,6.5,Adventure,Family,323,6480,Mia Wasikowska,Johnny Depp,Helena Bonham Carter,,
2004,Troy,Wolfgang Petersen,7.1,Adventure,Drama,324,9780,Brad Pitt,Eric Bana,Orlando Bloom,,
2007,Shooter,Antoine Fuqua,7.1,Action,Crime,325,7440,Mark Wahlberg,Michael Pena,Rhona Mitra,,
2010,Percy Jackson & the Olympians: The Lightning Thief,Chris Columbus,5.8,Adventure,Family,326,7080,Logan Lerman,Kevin McKidd,Steve Coogan,,
2012,Dark Shadows,Tim Burton,6.2,Comedy,Horror,327,6780,Johnny Depp,Michelle Pfeiffer,Eva Green,,
2010,Scott Pilgrim vs. the World,Edgar Wright,7.5,Action,Comedy,328,6720,Michael Cera,Mary Elizabeth Winstead,Kieran Culkin,,
2011,Sucker Punch,Zack Snyder,6,Action,Fantasy,329,6600,Emily Browning,Vanessa Hudgens,Abbie Cornish,,
1975,One Flew Over the Cuckoo's Nest,Milos Forman,8.8,Drama,,330,7980,Jack Nicholson,Louise Fletcher,Michael Berryman,,
2013,Scary MoVie,Malcolm D. Lee,3.4,Comedy,,331,5160,Simon Rex,Ashley Tisdale,Charlie Sheen,,
1998,American History X,Tony Kaye,8.6,Crime,Drama,332,7140,Edward Norton,Edward Furlong,Beverly D'Angelo,,
1995,The Usual Suspects,Bryan Singer,8.7,Crime,Mystery,333,6360,Kevin Spacey,Gabriel Byrne,Chazz Palminteri,,
1982,E.T. the Extra-Terrestrial,Steven Spielberg,7.9,Adventure,Family,334,6900,Henry Thomas,Drew Barrymore,Peter Coyote,,
2003,The Lord of the Rings: The Return of the King,Peter Jackson,8.9,Action,Adventure,335,12060,Elijah Wood,Viggo Mortensen,Ian McKellen,,
2014,Sin City: A Dame to Kill For,Frank Miller,,Action,Crime,336,,Jessica Alba,Mickey Rourke,Rosario Dawson,Robert Rodriguez,
1983,Scarface,Brian De Palma,8.2,Crime,Drama,337,10200,Al Pacino,Michelle Pfeiffer,Steven Bauer,,
1971,A Clockwork Orange,Stanley Kubrick,8.4,Crime,Drama,338,8160,Malcolm McDowell,Patrick Magee,Michael Bates,,
2013,Grudge Match,Peter Segal,,Comedy,Sport,339,,Robert De Niro,Sylvester Stallone,Kim Basinger,,
2013,The Secret Life of Walter Mitty,Ben Stiller,,Adventure,Comedy,340,,Ben Stiller,Kristen Wiig,Adam Scott,,
2005,V for Vendetta,James McTeigue,8.2,Action,Crime,341,7920,Hugo Weaving,Natalie Portman,Rupert Graves,,
2013,Drinking Buddies,Joe Swanberg,6.1,Comedy,Drama,342,5400,Olivia Wilde,Jake Johnson,Anna Kendrick,,
2008,Pineapple Express,David Gordon Green,6.9,Action,Comedy,343,6660,Seth Rogen,James Franco,Gary Cole,,
2013,Jack Ryan: Shadow One,Kenneth Branagh,,Action,Drama,344,,Chris Pine,Kevin Costner,Keira Knightley,,
2000,Memento,Christopher Nolan,8.6,Mystery,Thriller,345,6780,Guy Pearce,Carrie-Anne Moss,Joe Pantoliano,,
2013,Europa Report,Sebastian Cordero,6.5,Sci-Fi,Thriller,347,5400,Sharlto Copley,Michael Nyqvist,Christian Camargo,,
2013,How I Live Now,Kevin Macdonald,6.8,Action,Drama,348,6060,Saoirse Ronan,George MacKay,Tom Holland,,
2008,Cloverfield,Matt Reeves,7.1,Action,Sci-Fi,350,5100,Mike Vogel,Jessica Lucas,Lizzy Caplan,,
2010,Easy A,Will Gluck,7.1,Comedy,Romance,352,5520,Emma Stone,Amanda Bynes,Penn Badgley,,
2004,The Punisher,Jonathan Hensleigh,6.3,Action,Crime,353,7440,Thomas Jane,John Travolta,Samantha Mathis,,
2012,Lo imposible,J.A. Bayona,7.5,Drama,History,354,6840,Naomi Watts,Ewan McGregor,Tom Holland,,
1994,Leon,Luc Besson,8.6,Crime,Drama,355,6600,Jean Reno,Gary Oldman,Natalie Portman,,
1989,Dead Poets Society,Peter Weir,7.9,Drama,,356,7680,Robin Williams,Robert Sean Leonard,Ethan Hawke,,
2014,Noah,Darren Aronofsky,,Drama,Fantasy,357,,Emma Watson,Logan Lerman,Jennifer Connelly,,
2010,Tangled,Nathan Greno,7.8,Animation,Comedy,358,6000,Mandy Moore,Zachary Levi,Donna Murphy,Byron Howard,
2010,The Social Network,David Fincher,7.8,Biography,Drama,359,7200,Jesse Eisenberg,Andrew Garfield,Justin Timberlake,,
2011,Paul,Greg Mottola,7,Adventure,Comedy,360,6240,Simon Pegg,Nick Frost,Seth Rogen,,
2000,American Psycho,Mary Harron,7.5,Crime,Drama,361,6120,Christian Bale,Justin Theroux,Josh Lucas,,
2010,Love & Other Drugs,Edward Zwick,6.6,Comedy,Drama,362,6720,Jake Gyllenhaal,Anne Hathaway,Judy Greer,,
2014,About Last Night,Steve Pink,,Comedy,Drama,363,,Kevin Hart,Joy Bryant,Regina Hall,,
2000,The Emperor's New Groove,Mark Dindal,7.2,Animation,Adventure,364,4680,David Spade,John Goodman,Eartha Kitt,,
2013,Jack the Giant Slayer,Bryan Singer,6.3,Adventure,Fantasy,365,6840,Nicholas Hoult,Stanley Tucci,Ewan McGregor,,
1982,Star Trek: The Wrath of Khan,Nicholas Meyer,7.7,Action,Adventure,367,6780,William Shatner,Leonard Nimoy,DeForest Kelley,,
1995,Heat,Michael Mann,8.3,Action,Crime,368,10200,Al Pacino,Robert De Niro,Val Kilmer,,
1999,10 Things I Hate About You,Gil Junger,7,Comedy,Drama,369,5820,Heath Ledger,Julia Stiles,Joseph Gordon-Levitt,,
2005,Star Wars: Episode III - Revenge of the Sith,George Lucas,7.7,Action,Adventure,371,8400,Hayden Christensen,Natalie Portman,Ewan McGregor,,
2007,No Country for Old Men,Ethan Coen,8.2,Crime,Drama,372,7320,Tommy Lee Jones,Javier Bardem,Josh Brolin,Joel Coen,
1978,Grease,Randal Kleiser,7.1,Musical,Romance,373,6600,John Travolta,Olivia Newton-John,Stockard Channing,,
2011,Limitless,Neil Burger,7.3,Mystery,Sci-Fi,374,6300,Bradley Cooper,Anna Friel,Abbie Cornish,,
2009,Zombieland,Ruben Fleischer,7.7,Comedy,Horror,375,5280,Jesse Eisenberg,Emma Stone,Woody Harrelson,,
2010,Shutter Island,Martin Scorsese,8,Drama,Mystery,376,8280,Leonardo DiCaprio,Emily Mortimer,Mark Ruffalo,,
2002,Lilo & Stitch,Dean DeBlois,7,Animation,Adventure,377,5100,Daveigh Chase,Chris Sanders,Tia Carrere,Chris Sanders,
2013,Blue Caprice,Alexandre Moors,6,Crime,Drama,378,5580,Isaiah Washington,Tequan Richmond,Tim Blake Nelson,,
2011,50/50,Jonathan Levine,7.8,Comedy,Drama,379,6000,Joseph Gordon-Levitt,Seth Rogen,Anna Kendrick,,
2004,Anchorman: The Legend of Ron Burgundy,Adam McKay,7.1,Comedy,,380,5640,Will Ferrell,Christina Applegate,Steve Carell,,
2010,How to Train Your Dragon,Dean DeBlois,8.1,Animation,Adventure,381,5880,Jay Baruchel,Gerard Butler,Christopher Mintz-Plasse,Chris Sanders,
2013,Killing Season,Mark Steven Johnson,5.3,Action,Drama,382,5460,Robert De Niro,John Travolta,Milo Ventimiglia,,
2012,Moonrise Kingdom,Wes Anderson,7.8,Comedy,Drama,383,5640,Jared Gilman,Kara Hayward,Bruce Willis,,
2016,Pirates of the Caribbean: Dead Men Tell No Tales,Joachim Ronning,,Action,Adventure,384,,Johnny Depp,,,Espen Sandberg,
2013,Identity Thief,Seth Gordon,5.6,Comedy,Crime,385,6660,Jason Bateman,Melissa McCarthy,John Cho,,
2005,Harry Potter and the Goblet of Fire,Mike Newell,7.5,Adventure,Family,386,9420,Daniel Radcliffe,Emma Watson,Rupert Grint,,
1987,RoboCop,Paul Verhoeven,7.5,Action,Crime,387,6120,Peter Weller,Nancy Allen,Dan O'Herlihy,,
2014,The Fault in Our Stars,Josh Boone,,Drama,,388,,Shailene Woodley,Willem Dafoe,Ansel Elgort,,
2006,Inside Man,Spike Lee,7.6,Crime,Drama,389,7740,Denzel Washington,Clive Owen,Jodie Foster,,
1983,The Outsiders,Francis Ford Coppola,7,Crime,Drama,390,5460,C. Thomas Howell,Matt Dillon,Ralph Macchio,,
2013,47 Ronin,Carl Rinsch,,Action,Adventure,391,,Keanu Reeves,Hiroyuki Sanada,Ko Shibasaki,,
2010,Burlesque,Steve Antin,6.1,Drama,Musical,392,7140,Cher,Christina Aguilera,Alan Cumming,,
2012,John Carter,Andrew Stanton,6.6,Action,Adventure,393,7920,Taylor Kitsch,Lynn Collins,Willem Dafoe,,
2013,All Is Lost,J.C. Chandor,7.1,Action,Drama,395,6360,Robert Redford,,,,
1957,12 Angry Men,Sidney Lumet,8.9,Drama,,396,5760,Henry Fonda,Lee J. Cobb,Martin Balsam,,
2012,V/H/S,Matt Bettinelli-Olpin,5.7,Horror,,397,6960,Calvin Reeder,Lane Hughes,Adam Wingard,David Bruckner,Tyler Gillett
2009,X-Men Origins: Wolverine,Gavin Hood,6.7,Action,Adventure,398,6420,Hugh Jackman,Liev Schreiber,Ryan Reynolds,,
2000,Snatch.,Guy Ritchie,8.3,Crime,Thriller,399,6240,Jason Statham,Brad Pitt,Benicio Del Toro,,
1996,Independence Day,Roland Emmerich,6.8,Action,Sci-Fi,400,8700,Will Smith,Bill Pullman,Jeff Goldblum,,
2013,1,Dennis Iliadis,5.6,Sci-Fi,Thriller,401,5700,Rhys Wakefield,Logan Miller,Ashley Hinshaw,,
1996,Romeo + Juliet,Baz Luhrmann,6.8,Drama,Romance,402,7200,Leonardo DiCaprio,Claire Danes,John Leguizamo,,
1975,The Rocky Horror Picture Show,Jim Sharman,7.2,Comedy,Musical,403,6000,Tim Curry,Susan Sarandon,Barry Bostwick,,
2013,Getaway,Courtney Solomon,4.1,Action,Crime,404,5400,Ethan Hawke,Selena Gomez,Jon Voight,,
2005,Hooligans,Lexi Alexander,7.4,Crime,Drama,405,6540,Elijah Wood,Charlie Hunnam,Claire Forlani,,
2012,Total Recall,Len Wiseman,6.2,Action,Adventure,406,7080,Colin Farrell,Bokeem Woodbine,Bryan Cranston,,
2007,28 Weeks Later,Juan Carlos Fresnadillo,7,Horror,Sci-Fi,407,6000,Jeremy Renner,Rose Byrne,Robert Carlyle,,
1992,Reservoir Dogs,Quentin Tarantino,8.4,Crime,Thriller,408,5940,Harvey Keitel,Tim Roth,Michael Madsen,,
1993,Dazed and Confused,Richard Linklater,7.6,Comedy,Drama,409,6120,Jason London,Wiley Wiggins,Matthew McConaughey,,
2002,Spider-Man,Sam Raimi,7.3,Action,Fantasy,410,7260,Tobey Maguire,Kirsten Dunst,Willem Dafoe,,
2006,The Covenant,Renny Harlin,4.9,Action,Fantasy,411,5820,Steven Strait,Sebastian Stan,Toby Hemingway,,
2012,Battleship,Peter Berg,5.8,Action,Adventure,412,7860,Alexander Skarsgard,Brooklyn Decker,Liam Neeson,,
2001,Ocean's Eleven,Steven Soderbergh,7.7,Crime,Thriller,413,6960,George Clooney,Brad Pitt,Julia Roberts,,
2001,Sen to Chihiro no kamikakushi,Hayao Miyazaki,8.6,Animation,Adventure,414,7500,Daveigh Chase,Suzanne Pleshette,Miyu Irino,,
2011,The Inbetweeners Movie,Ben Palmer,6.7,Comedy,,415,5820,James Buckley,Blake Harrison,Joe Thomas,,
2001,The Fast and the Furious,Rob Cohen,6.4,Action,Crime,416,6360,Vin Diesel,Paul Walker,Michelle Rodriguez,,
2012,Ruby Sparks,Jonathan Dayton,7.1,Comedy,Drama,417,6240,Paul Dano,Zoe Kazan,Annette Bening,Valerie Faris,
1986,Top Gun,Tony Scott,6.7,Action,Drama,418,6600,Tom Cruise,Tim Robbins,Kelly McGillis,,
2014,Foxcatcher,Bennett Miller,,Drama,,419,,Channing Tatum,Mark Ruffalo,Anthony Michael Hall,,
1991,Terminator 2: Judgment Day,James Cameron,8.5,Action,Sci-Fi,420,8220,Arnold Schwarzenegger,Linda Hamilton,Edward Furlong,,
2004,Man on Fire,Tony Scott,7.7,Action,Crime,421,8760,Denzel Washington,Christopher Walken,Dakota Fanning,,
2005,Brokeback Mountain,Ang Lee,7.6,Drama,Romance,422,8040,Jake Gyllenhaal,Heath Ledger,Michelle Williams,,
1986,Stand by Me,Rob Reiner,8.1,Adventure,Drama,423,5340,Wil Wheaton,River Phoenix,Corey Feldman,,
2011,Midnight in Paris,Woody Allen,7.7,Comedy,Fantasy,424,6000,Owen Wilson,Rachel McAdams,Kathy Bates,,
2012,The Vow,Michael Sucsy,6.7,Drama,Romance,425,6240,Rachel McAdams,Channing Tatum,Sam Neill,,
2013,Snitch,Ric Roman Waugh,6.5,Drama,Thriller,426,6720,Dwayne Johnson,Susan Sarandon,Jon Bernthal,,
2013,Broken City,Allen Hughes,6.1,Crime,Drama,427,6540,Mark Wahlberg,Russell Crowe,Catherine Zeta-Jones,,
2011,Fast Five,Justin Lin,7.2,Action,Crime,428,7800,Vin Diesel,Paul Walker,Dwayne Johnson,,
1979,Alien,Ridley Scott,8.5,Horror,Sci-Fi,429,7020,Sigourney Weaver,Tom Skerritt,John Hurt,,
2011,Abduction,John Singleton,4.8,Action,Mystery,430,6360,Taylor Lautner,Lily Collins,Alfred Molina,,
2009,The Blind Side,John Lee Hancock,7.6,Biography,Drama,431,7740,Quinton Aaron,Sandra Bullock,Tim McGraw,,
2013,21 & Over,Jon Lucas,5.6,Comedy,,432,5580,Miles Teller,Justin Chon,Jonathan Keltz,Scott Moore,
2005,Pride & Prejudice,Joe Wright,7.7,Drama,Romance,433,7740,Keira Knightley,Matthew Macfadyen,Brenda Blethyn,,
2007,Transformers,Michael Bay,7.1,Action,Adventure,434,8640,Shia LaBeouf,Megan Fox,Josh Duhamel,,
2005,The Chronicles of Narnia: The Lion  the Witch and the Wardrobe,Andrew Adamson,6.8,Adventure,Family,435,8580,Tilda Swinton,Georgie Henley,William Moseley,,
2013,Dark Skies,Scott Stewart,6.2,Horror,Sci-Fi,436,5820,Keri Russell,Jake Brennan,Josh Hamilton,,
2012,That's My Boy,Sean Anders,5.5,Comedy,,437,6960,Adam Sandler,Andy Samberg,Leighton Meester,,
2012,Seven Psychopaths,Martin McDonagh,7.2,Comedy,Crime,438,6600,Colin Farrell,Woody Harrelson,Sam Rockwell,,
2011,I Am Number Four,D.J. Caruso,6,Drama,Romance,439,6540,Alex Pettyfer,Timothy Olyphant,Dianna Agron,,
1990,Teenage Mutant Ninja Turtles,Steve Barron,6.4,Action,Adventure,440,5580,Judith Hoag,Elias Koteas,Josh Pais,,
2004,Million Dollar Baby,Clint Eastwood,8.1,Drama,Sport,441,7920,Hilary Swank,Clint Eastwood,Morgan Freeman,,
1979,Apocalypse Now,Francis Ford Coppola,8.6,Drama,War,442,9180,Martin Sheen,Marlon Brando,Robert Duvall,,
